code,airport_name
BRN,Bern Airport
BRO,Brownsville/South Padre Island International Airport
BRP,Biaru Airport
BRQ,Brno–Tuřany Airport
BRR,Barra Airport
BRS,Bristol Airport
BRT,Bathurst Island Airport
BRU,Brussels Airport
BRV,Bremerhaven Airport
BRW,Wiley Post–Will Rogers Memorial Airport
BRX,María Montez International Airport
BRY,Samuels Field
BSA,Bender Qassim International Airport
BSB,Brasília International Airport
BSC,José Celestino Mutis Airport
BSD,Baoshan Yunduan Airport
BSE,Sematan Airport
BSF,Bradshaw Army Airfield
BSG,Bata Airport
BSI,Balesin Airport
BSJ,Bairnsdale Airport
BSK,Biskra Airport
BSL,EuroAirport Basel-Mulhouse-Freiburg
BSM,Bishe Kola Air Base
BSN,Bossangoa Airport
BSO,Basco Airport
BSP,Bensbach Airport
BSQ,Bisbee Municipal Airport
BSR,Basra International Airport
BSS,Balsas Airport
BST,Bost Airport
BSU,Basankusu Airport
BSV,Besakoa Airport
BSW,Boswell Bay Airport
BSX,Pathein Airport
BSY,Bardera Airport
BTA,Bertoua Airport
BTB,Bétou Airport
BTC,Batticaloa Airport
BTD,Brunette Downs Airport
BTE,Sherbro International Airport
BTF,Skypark Airport
BTG,Batangafo Airport
BTH,Hang Nadim Airport
BTI,Barter Island LRRS Airport
BTJ,Sultan Iskandar Muda International Airport
BTK,Bratsk Airport
BTL,W. K. Kellogg Airport
BTM,Bert Mooney Airport
BTN,Marlboro County Jetport
BTO,Botopasi Airstrip
BTP,Butler County Airport
BTQ,Butare Airport
BTR,Baton Rouge Metropolitan Airport
BTS,M. R. Štefánik Airport
BTT,Bettles Airport
BTU,Bintulu Airport
BTV,Burlington International Airport
BTW,Batu Licin Airport
BTX,Betoota Airport
BTY,Beatty Airport
BUA,Buka Island Airport
BUB,Cram Field
BUC,Burketown Airport
BUD,Budapest Ferenc Liszt International Airport
BUE[1],5
BUF,Buffalo Niagara International Airport
BUG,Benguela Airport
BUH[1],6
BUI,Bokondini Airport
BUJ,Bou Saada Airport
BUK,Albuq Airport
BUL,Bulolo Airport
BUM,Butler Memorial Airport
BUN,Gerardo Tobar López Airport
BUO,Burao Airport
BUP,Bathinda Airport
BUQ,Joshua Mqabuko Nkomo International Airport
BUR,Bob Hope Airport
BUS,Batumi International Airport
BUT,Bathpalathang Airport
BUU,Muara Bungo Airport
BUV,Placeres Airport
BUW,Betoambari Airport
BUX,Bunia Airport
BUY,Bunbury Airport
BUZ,Bushehr Airport
BVA,Beauvais–Tillé Airport
BVB,Boa Vista International Airport
BVC,Aristides Pereira International Airport
BVE,Brive–Souillac Airport
BVF,Dama Airport
BVG,Berlevåg Airport
BVH,Vilhena Airport
BVI,Birdsville Airport
BVJ,Bovanenkovo Airport
BVK,Huacaraje Airport
BVL,Baures Airport
BVM,Belmonte Airport
BVO,Bartlesville Municipal Airport
BVP,Bolovip Airport
BVR,Esperadinha Airport
BVS,Breves Airport
BVU,Beluga Airport
BVV,Burevestnik Airport
BVW,Batavia Downs Airport
BVX,Batesville Regional Airport
BVY,Beverly Municipal Airport
BVZ,Beverley Springs Airport
BWA,Gautam Buddha Airport
BWB,Barrow Island Airport
BWC,Brawley Municipal Airport
BWD,Brownwood Regional Airport
BWE,Braunschweig–Wolfsburg Airport
BWF,Barrow/Walney Island Airport
BWG,Bowling Green-Warren County Regional Airport
BWH,RMAF Butterworth
BWI,Baltimore/Washington International Thurgood Marshall Airport
BWJ,Bawan Airport
BWK,Bol Airport
BWL,Blackwell–Tonkawa Municipal Airport
BWM,Bowman Municipal Airport
BWN,Brunei International Airport
BWO,Balakovo Airport
BWP,Bewani Airport
BWQ,Brewarrina Airport
BWT,Burnie Airport
BWU,Bankstown Airport
BWW,Las Brujas Airport
BWX,Banyuwangi Airport
BXA,George R. Carr Memorial Air Field
BXB,Babo Airport
BXD,Bade Airport
BXE,Bakel Airport
BXF,Bellburn Airstrip
BXG,Bendigo Airport
BXH,Balkhash Airport
BXI,Boundiali Airport
BXJ,Boraldai Airport
BXK,Buckeye Municipal Airport
BXL,Blue Lagoon Seaplane Base
BXM,Batom Airport
BXN,Bodrum-Imsik Airport
BXO,Buochs Airport
BXP,Biała Podlaska Airport
BXR,Bam Airport
BXS,Borrego Valley Airport
BXT,PT Badak Bontang Airport
BXU,Bancasi Airport
BXV,Breiðdalsvík Airport
BXX,Borama Airport
BXY,Krayniy Airport
BXZ,Bunsil Airport
BYA,Boundary Airport
BYB,Dibba Airport
BYC,Yacuiba Airport
BYD,Al Bayda Airport
BYF,Albert – Picardie Airport
BYG,Johnson County Airport
BYH,Arkansas International Airport
BYI,Burley Municipal Airport
BYJ,Beja Airport
BYK,Bouaké Airport
BYL,Bella Yella Airport
BYM,Carlos Manuel de Céspedes Airport
BYN,Bayankhongor Airport
BYO,Bonito Airport
BYP,Barimunya Airport
BYQ,Bunyu Airport
BYR,Læsø Airport
BYS,Bicycle Lake Army Airfield
BYT,Bantry Aerodrome
BYU,Bindlacher Berg Airport
BYV,Beira Lake Seaplane Base
BYW,Blakely Island Airport
BYX,Baniyala Airport
BZA,San Pedro Airport
BZB,Bazaruto Island Airport
BZC,Umberto Modiano Airport
BZD,Balranald Airport
BZE,Philip S. W. Goldson International Airport
BZF,Benton Field
BZG,Bydgoszcz Ignacy Jan Paderewski Airport
BZH,Bumi Hills Airstrip
BZI,Balıkesir Airport
BZK,Bryansk International Airport
BZL,Barisal Airport
BZM,Bemolanga Airport
BZN,Bozeman Yellowstone International Airport
BZO,Bolzano Airport
BZP,Bizant Airport
BZR,Béziers Cap d'Agde Airport
BZT,Eagle Air Park
BZU,Buta Zega Airport
BZV,Maya-Maya Airport
BZX,Bazhong Enyang Airport
BZY,Bălți International Airport
BZZ,RAF Brize Norton
CAA,Catacamas Airport
CAB,Cabinda Airport
CAC,Cascavel Airport
CAD,Wexford County Airport
CAE,Columbia Metropolitan Airport
CAF,Carauari Airport
CAG,Cagliari Elmas Airport
CAH,Cà Mau Airport
CAI,Cairo International Airport
CAJ,Canaima Airport
CAK,Akron-Canton Airport
CAL,Campbeltown Airport
CAM,Camiri Airport
CAN,Guangzhou Baiyun International Airport
CAO,Clayton Municipal Airpark
CAP,Hugo Chávez International Airport
CAQ,Juan H. White Airport
CAR,Caribou Municipal Airport
CAS,Anfa Airport
CAT,Cascais Municipal Aerodrome
CAU,Caruaru Airport
CAV,Cazombo Airport
CAW,Bartolomeu Lysandro Airport
CAX,Carlisle Lake District Airport
CAY,Cayenne – Félix Eboué Airport
CAZ,Cobar Airport
CBB,Jorge Wilstermann International Airport
CBC,Cherrabun Airport
CBD,Car Nicobar Air Force Base
CBE,Greater Cumberland Regional Airport
CBF,Council Bluffs Municipal Airport
CBG,Cambridge Airport
CBH,Boudghene Ben Ali Lotfi Airport
CBI,Cape Barren Island Airport
CBJ,Cabo Rojo Airport
CBK,Colby Municipal Airport
CBL,Tomás de Heres Airport
CBM,Columbus Air Force Base
CBN,Penggung Airport
CBO,Awang Airport
CBP,Coimbra Airport
CBQ,Margaret Ekpo International Airport
CBR,Canberra Airport
CBS,Oro Negro Airport
CBT,Catumbela Airport
CBU,Cottbus-Drewitz Airport
CBV,Cobán Airport
CBW,Campo Mourão Airport
CBX,Condobolin Airport
CBY,Canobie Airport
CCB,Cable Airport
CCC,Jardines del Rey Airport
CCF,Carcassonne Airport
CCG,Crane County Airport
CCH,Chile Chico Airfield
CCI,Concórdia Airport
CCJ,Calicut International Airport
CCK,Cocos (Keeling) Islands Airport
CCL,Chinchilla Airport
CCM,Diomício Freitas Airport
CCN,Chaghcharan Airport
CCO,Carimagua Airport
CCP,Carriel Sur International Airport
CCR,Buchanan Field Airport
CCS,Simón Bolívar International Airport
CCT,Colonia Catriel Airport
CCU,Netaji Subhas Chandra Bose International Airport
CCV,Craig Cove Airport
CCW,Cowell Airport
CCX,Cáceres Airport
CCY,Northeast Iowa Regional Airport
CCZ,Chub Cay International Airport
CDA,Cooinda Airport
CDB,Cold Bay Airport
CDC,Cedar City Regional Airport
CDD,Cauquira Airport
CDE,Chengde Puning Airport
CDG,Charles de Gaulle Airport
CDH,Harrell Field
CDI,Cachoeiro de Itapemirim Airport
CDJ,Conceição do Araguaia Airport
CDK,George T. Lewis Airport
CDL,Candle 2 Airport
CDN,Woodward Field
CDO,Cradock Airport
CDP,Kadapa Airport
CDQ,Croydon Airport
CDR,Chadron Municipal Airport
CDS,Childress Municipal Airport
CDT,Castellón–Costa Azahar Airport
CDU,Camden Airport
CDV,Merle K. (Mudhole) Smith Airport
CDW,Essex County Airport
CDY,Cagayan de Sulu Airport
CEA,Cessna Aircraft Field
CEB,Mactan–Cebu International Airport
CEC,Del Norte County Airport
CED,Ceduna Airport
CEE,Cherepovets Airport
CEF,Westover Metropolitan Airport
CEG,Hawarden Airport
CEH,Chelinda Airport
CEI,Chiang Rai International Airport
CEK,Chelyabinsk Airport
CEM,Central Airport
CEN,Ciudad Obregón International Airport
CEO,Waco Kungo Airport
CEP,Concepción Airport
CEQ,Cannes – Mandelieu Airport
CER,Cherbourg – Maupertus Airport
CES,Cessnock Airport
CET,Cholet Le Pontreau Airport
CEU,Oconee County Regional Airport
CEV,Mettel Field
CEW,Bob Sikes Airport
CEX,Chena Hot Springs Airport
CEY,Murray-Calloway County Airport
CEZ,Cortez Municipal Airport
CFB,Cabo Frio International Airport
CFC,Caçador Airport
CFD,Coulter Field
CFE,Clermont-Ferrand Auvergne Airport
CFF,Cafunfo Airport
CFG,Jaime González Airport
CFH,Clifton Hills Airport
CFI,Camfield Airport
CFK,Chlef International Airport
CFN,Donegal Airport
CFO,Confresa Airport
CFP,Carpentaria Downs Airport
CFQ,Creston Aerodrome
CFR,Caen – Carpiquet Airport
CFS,Coffs Harbour Airport
CFT,Greenlee County Airport
CFU,Corfu International Airport
CFV,Coffeyville Municipal Airport
CGA,Craig Seaplane Base
CGB,Marechal Rondon International Airport
CGC,Cape Gloucester Airport
CGD,Changde Taohuayuan Airport
CGE,Cambridge–Dorchester Airport
CGF,Cuyahoga County Airport
CGG,Casiguran Airport
CGH,São Paulo/Congonhas–Deputado Freitas Nobre Airport
CGI,Cape Girardeau Regional Airport
CGJ,Kasompe Airport
CGK,Soekarno–Hatta International Airport
CGM,Camiguin Airport
CGN,Cologne Bonn Airport
CGO,Zhengzhou Xinzheng International Airport
CGP,Shah Amanat International Airport
CGQ,Changchun Longjia International Airport
CGR,Campo Grande International Airport
CGS,College Park Airport
CGT,Chinguetti Airport
CGV,Caiguna Airport
CGY,Laguindingan Airport
CGZ,Casa Grande Municipal Airport
CHA,Chattanooga Metropolitan Airport
CHB,Chilas Airport
CHC,Christchurch International Airport
CHF,Jinhae Airport
CHG,Chaoyang Airport
CHH,Chachapoyas Airport
CHI[1],2
CHJ,Chipinge Airport
CHK,Chickasha Municipal Airport
CHL,Challis Airport
CHM,Tnte. FAP Jaime Montreuil Morales Airport
CHN,Jeonju Airport
CHO,Charlottesville–Albemarle Airport
CHP,Circle Hot Springs Airport
CHQ,Chania International Airport
CHR,"Châteauroux-Centre ""Marcel Dassault"" Airport"
CHS,Charleston International Airport
CHT,Chatham Islands / Tuuta Airport
CHU,Chuathbaluk Airport
CHV,Chaves Airport
CHX,"Changuinola ""Capitán Manuel Niño"" International Airport"
CHY,Choiseul Bay Airport
CHZ,Chiloquin State Airport
CIA,Ciampino–G. B. Pastine International Airport
CIC,Chico Municipal Airport
CID,The Eastern Iowa Airport
CIE,Collie Airport
CIF,Chifeng Yulong Airport
CIG,Craig–Moffat Airport
CIH,Changzhi Wangcun Airport
CII,Aydın Airport
CIJ,Captain Aníbal Arab Airport
CIK,Chalkyitsik Airport
CIL,Council Airport
CIM,Cimitarra Airport
CIN,Arthur N. Neu Airport
CIO,Teniente Coronel Carmelo Peralta Airport
CIP,Chipata Airport
CIQ,Chiquimula Airport
CIR,Cairo Regional Airport
CIS,Canton Island Airport
CIT,Shymkent International Airport
CIU,Chippewa County International Airport
CIW,Canouan Airport
CIX,FAP Captain José Abelardo Quiñones Gonzáles International Airport
CIY,Comiso Airport
CIZ,Coari Airport
CJA,Mayor General FAP Armando Revoredo Iglesias Airport
CJB,Coimbatore International Airport
CJC,El Loa Airport
CJD,Candilejas Airport
CJF,Coondewanna Airport
CJH,Chilko Lake (Tsylos Park Lodge) Aerodrome
CJJ,Cheongju International Airport
CJL,Chitral Airport
CJM,Chumphon Airport
CJN,Cijulang Nusawiru Airport
CJS,Abraham González International Airport
CJT,Copalar Airport
CJU,Jeju International Airport
CKA,Kegelman Air Force Auxiliary Field
CKB,North Central West Virginia Airport
CKC,Cherkasy International Airport
CKD,Crooked Creek Airport
CKE,Lampson Field
CKG,Chongqing Jiangbei International Airport
CKH,Chokurdakh Airport
CKI,Croker Island Airport
CKK,Sharp County Regional Airport
CKL,Chkalovsky Airport
CKM,Fletcher Field
CKN,Crookston Municipal Airport
CKO,Cornélio Procópio Airport
CKR,Crane Island Airstrip
CKS,Carajás Airport
CKT,Sarakhs Airport
CKU,Cordova Municipal Airport
CKV,Clarksville–Montgomery County Regional Airport
CKW,Graeme Rowley Aerodrome
CKX,Chicken Airport
CKY,Conakry International Airport
CKZ,Çanakkale Airport
CLA,Comilla Airport
CLD,McClellan–Palomar Airport
CLE,Cleveland Hopkins International Airport
CLG,New Coalinga Municipal Airport
CLH,Coolah Airport
CLI,Clintonville Municipal Airport
CLJ,Cluj-Napoca International Airport
CLK,Clinton Regional Airport
CLL,Easterwood Airport
CLM,William R. Fairchild International Airport
CLN,Carolina Airport
CLO,Alfonso Bonilla Aragón International Airport
CLP,Clarks Point Airport
CLQ,Licenciado Miguel de la Madrid Airport
CLR,Cliff Hatfield Memorial Airport
CLS,Chehalis-Centralia Airport
CLT,Charlotte Douglas International Airport
CLU,Columbus Municipal Airport
CLV,Caldas Novas Airport
CLW,Clearwater Air Park
CLX,Clorinda Airport
CLY,Calvi – Sainte-Catherine Airport
CLZ,Calabozo Airport
CMA,Cunnamulla Airport
CMB,Bandaranaike International Airport
CMC,Camocim Airport
CMD,Cootamundra Airport
CME,Ciudad del Carmen International Airport
CMF,Chambéry-Savoie Airport
CMG,Corumbá International Airport
CMH,John Glenn Columbus International Airport
CMI,University of Illinois Willard Airport
CMJ,Qimei Airport
CMK,Club Makokola Airport
CML,Camooweal Airport
CMM,Carmelita Airport
CMN,Mohammed V International Airport
CMO,Obbia Airport
CMP,Santana do Araguaia Airport
CMQ,Clermont Airport
CMR,Colmar – Houssen Airport
CMS,Iskushuban Airport
CMT,Cameta Airport
CMU,Chimbu Airport
CMV,Coromandel Aerodrome
CMW,Ignacio Agramonte International Airport
CMX,Houghton County Memorial Airport
CMY,Sparta/Fort McCoy Airport
CMZ,Caia Airport
CNA,Cananea National Airport
CNB,Coonamble Airport
CNC,Coconut Island Airport
CND,Mihail Kogălniceanu International Airport
CNE,Fremont County Airport
CNF,Tancredo Neves International Airport
CNG,Cognac – Châteaubernard Air Base
CNH,Claremont Municipal Airport
CNI,Changhai Airport
CNJ,Cloncurry Airport
CNK,Blosser Municipal Airport
CNL,Sindal Airport
CNM,Cavern City Air Terminal
CNN,Kannur International Airport
CNO,Chino Airport
CNP,Nerlerit Inaat Airport
CNQ,Doctor Fernando Piragine Niveyro International Airport
CNR,Chañaral Airport
CNS,Cairns Airport
CNT,Charata Airport
CNU,Chanute Martin Johnson Airport
CNV,Canavieiras Airport
CNW,TSTC Waco Airport
CNX,Chiang Mai International Airport
CNY,Canyonlands Field
CNZ,Cangamba Airport
COA,Columbia Airport
COB,Coolibah Airport
COC,Comodoro Pierrestegui Airport
COD,Yellowstone Regional Airport
COE,Coeur d'Alene Airport
COF,Patrick Air Force Base
COG,Mandinga Airport
COH,Cooch Behar Airport
COI,Merritt Island Airport
COJ,Coonabarabran Airport
COK,Cochin International Airport
COL,Coll Airport
COM,Coleman Municipal Airport
CON,Concord Municipal Airport
COO,Cadjehoun Airport
COP,Cooperstown-Westville Airport
COQ,Choibalsan Airport
COR,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport
COS,Colorado Springs Airport
COT,Cotulla–La Salle County Airport
COU,Columbia Regional Airport
COW,Coquimbo Airport
COY,Coolawanyah Station Airport
COZ,Constanza Airport
CPA,Cape Palmas Airport
CPB,Capurganá Airport
CPC,Aviador Carlos Campos Airport
CPD,Coober Pedy Airport
CPE,Ing. Alberto Acuña Ongay International Airport
CPF,Ngloram Airport
CPG,Carmen de Patagones Airport
CPH,"Copenhagen Airport, Kastrup"
CPI,Cape Orford Airport
CPL,General Navas Pardo Airport
CPM,Compton/Woodley Airport
CPN,Cape Rodney Airport
CPO,Desierto de Atacama Airport
CPR,Casper–Natrona County International Airport
CPS,St. Louis Downtown Airport
CPT,Cape Town International Airport
CPU,Cururupu Airport
CPV,Campina Grande Airport
CPX,Benjamín Rivera Noriega Airport
CQA,Canarana Airport
CQD,Shahrekord Airport
CQF,Calais–Dunkerque Airport
CQM,Ciudad Real Central Airport
CQP,Cape Flattery Airport
CQS,Costa Marques Airport
CQT,Caquetania Airport
CRA,Craiova International Airport
CRB,Collarenebri Airport
CRC,Santa Ana Airport
CRD,General Enrique Mosconi International Airport
CRE,Grand Strand Airport
CRF,Carnot Airport
CRG,Jacksonville Executive at Craig Airport
CRH,Cherrabah Airport
CRI,Colonel Hill Airport
CRJ,Coorabie Airport
CRK,Clark International Airport
CRL,Brussels South Charleroi Airport
CRM,Catarman National Airport
CRO,Corcoran Airport
CRP,Corpus Christi International Airport
CRQ,Caravelas Airport
CRR,Ceres Airport
CRS,C. David Campbell Field
CRT,Z. M. Jack Stell Field
CRU,Lauriston Airport
CRV,Crotone Airport
CRW,Yeager Airport
CRX,Roscoe Turner Airport
CRY,Carlton Hill Airport
CRZ,Turkmenabat Airport
CSA,Colonsay Airport
CSB,Caransebeș Airport
CSC,Cañas Mojica Airport
CSD,Cresswell Downs Airport
CSE,Buckhorn Ranch Airport
CSF,Creil Air Base
CSG,Columbus Airport
CSH,Solovki Airport
CSI,Casino Airport
CSK,Cap Skirring Airport
CSM,Clinton-Sherman Airport
CSN,Carson Airport
CSO,Magdeburg–Cochstedt Airport
CSQ,Creston Municipal Airport
CSR,Casuarito Airport
CSS,Cassilândia Airport
CST,Castaway Island Seaplane Base
CSU,Santa Cruz do Sul Airport
CSV,Crossville Memorial-Whitson Field
CSX,Changsha Huanghua International Airport
CSY,Cheboksary Airport
CSZ,Brigadier Hector Eduardo Ruiz Airport
CTA,Catania–Fontanarossa Airport
CTB,Cut Bank Municipal Airport
CTC,Coronel Felipe Varela International Airport
CTD,Chitré Alonso Valderrama Airport
CTE,Cartí Airport
CTF,Coatepeque Airport
CTG,Rafael Núñez International Airport
CTH,Chester County G. O. Carlson Airport
CTI,Cuito Cuanavale Airport
CTK,Canton Municipal Airport
CTL,Charleville Airport
CTM,Chetumal International Airport
CTN,Cooktown Airport
CTO,Calverton Executive Airpark
CTP,Carutapera Airport
CTQ,Do Palmar Airport
CTR,Cattle Creek Airport
CTS,New Chitose Airport
CTT,Le Castellet Airport
CTU,Chengdu Shuangliu International Airport
CTW,Cottonwood Airport
CTX,Cortland County Airport
CTY,Cross City Airport
CTZ,Clinton–Sampson County Airport
CUA,Ciudad Constitución Airport
CUB,Jim Hamilton–L.B. Owens Airport
CUC,Camilo Daza International Airport
CUD,Caloundra Airport
CUE,Mariscal Lamar International Airport
CUF,Cuneo International Airport
CUG,Cudal Airport
CUH,Cushing Municipal Airport
CUI,Curillo Airport
CUJ,Culion Airport
CUK,Caye Caulker Airport
CUL,Bachigualato Federal International Airport
CUM,Antonio José de Sucre Airport
CUN,Cancún International Airport
CUO,Caruru Airport
CUP,General José Francisco Bermúdez Airport
CUQ,Coen Airport
CUR,Curaçao International Airport
CUS,Columbus Municipal Airport
CUT,Cutral Có Airport
CUU,General Roberto Fierro Villalobos International Airport
CUV,Casigua El Cubo Airport
CUX,Cuddihy Field
CUY,Cue Airport
CUZ,Alejandro Velasco Astete International Airport
CVB,Chungrebu Airport
CVC,Cleve Airport
CVE,Coveñas Airport
CVF,Courchevel Altiport
CVG,Cincinnati/Northern Kentucky International Airport
CVH,Caviahue Airport
CVI,Caleta Olivia Airport
CVJ,General Mariano Matamoros Airport
CVL,Cape Vogel Airport
CVM,General Pedro J. Méndez International Airport
CVN,Clovis Municipal Airport
CVO,Corvallis Municipal Airport
CVQ,Carnarvon Airport
CVS,Cannon Air Force Base
CVT,Coventry Airport
CVU,Corvo Airport
CWA,Central Wisconsin Airport
CWB,Afonso Pena International Airport
CWC,Chernivtsi International Airport
CWF,Chennault International Airport
CWI,Clinton Municipal Airport
CWJ,Cangyuan Washan Airport
CWL,Cardiff Airport
CWR,Cowarie Airport
CWS,Center Island Airport
CWT,Cowra Airport
CWW,Corowa Airport
CWX,Cochise County Airport
CXA,Caicara del Orinoco Airport
CXB,Cox's Bazar Airport
CXC,Chitina Airport
CXF,Coldfoot Airport
CXH,Vancouver Harbour Flight Centre
CXI,Cassidy International Airport
CXJ,Caxias do Sul Airport
CXL,Calexico International Airport
CXN,Candala Airport
CXO,Lone Star Executive Airport
CXP,Tunggul Wulung Airport
CXQ,Christmas Creek Airport
CXR,Cam Ranh International Airport
CXT,Charters Towers Airport
CXY,Cat Cay Airport
CYA,Antoine-Simon Airport
CYB,Charles Kirkconnell International Airport
CYC,Caye Chapel Airport
CYD,San Ignacio Town Airstrip
CYF,Chefornak Airport
CYG,Corryong Airport
CYI,Chiayi Airport
CYL,Coyoles Airport
CYM,Chatham Seaplane Base
CYO,Vilo Acuña Airport
CYP,Calbayog Airport
CYR,Colonia Airport
CYS,Cheyenne Regional Airport
CYT,Yakataga Airport
CYU,Cuyo Airport
CYW,Captain Rogelio Castillo National Airport
CYX,Chersky Airport
CYZ,Cauayan Airport
CZA,Chichen Itza International Airport
CZB,Carlos Ruhl Airport
CZC,Copper Center 2 Airport
CZE,José Leonardo Chirino Airport
CZF,Cape Romanzof LRRS Airport
CZH,Corozal Airport
CZJ,Corazón de Jesús Airport
CZK,Cascade Locks State Airport
CZL,Mohamed Boudiaf International Airport
CZM,Cozumel International Airport
CZN,Chisana Airport
CZO,Chistochina Airport
CZP,Cape Pole Seaplane Base
CZS,Cruzeiro do Sul International Airport
